fileName;classIndex;label
Image_001_0_0.jpg;2;white-man
Image_001_0_1.jpg;0;white-square
Image_001_0_2.jpg;2;white-man
Image_001_0_3.jpg;0;white-square
Image_001_0_4.jpg;1;black-square
Image_001_0_5.jpg;0;white-square
Image_001_0_6.jpg;3;black-man
Image_001_0_7.jpg;0;white-square
Image_001_1_0.jpg;0;white-square
Image_001_1_1.jpg;2;white-man
Image_001_1_2.jpg;0;white-square
Image_001_1_3.jpg;1;black-square
Image_001_1_4.jpg;0;white-square
Image_001_1_5.jpg;3;black-man
Image_001_1_6.jpg;0;white-square
Image_001_1_7.jpg;3;black-man
Image_001_2_0.jpg;2;white-man
Image_001_2_1.jpg;0;white-square
Image_001_2_2.jpg;2;white-man
Image_001_2_3.jpg;0;white-square
Image_001_2_4.jpg;1;black-square
Image_001_2_5.jpg;0;white-square
Image_001_2_6.jpg;3;black-man
Image_001_2_7.jpg;0;white-square
Image_001_3_0.jpg;0;white-square
Image_001_3_1.jpg;2;white-man
Image_001_3_2.jpg;0;white-square
Image_001_3_3.jpg;1;black-square
Image_001_3_4.jpg;0;white-square
Image_001_3_5.jpg;3;black-man
Image_001_3_6.jpg;0;white-square
Image_001_3_7.jpg;3;black-man
Image_001_4_0.jpg;2;white-man
Image_001_4_1.jpg;0;white-square
Image_001_4_2.jpg;2;white-man
Image_001_4_3.jpg;0;white-square
Image_001_4_4.jpg;1;black-square
Image_001_4_5.jpg;0;white-square
Image_001_4_6.jpg;3;black-man
Image_001_4_7.jpg;0;white-square
Image_001_5_0.jpg;0;white-square
Image_001_5_1.jpg;2;white-man
Image_001_5_2.jpg;0;white-square
Image_001_5_3.jpg;1;black-square
Image_001_5_4.jpg;0;white-square
Image_001_5_5.jpg;3;black-man
Image_001_5_6.jpg;0;white-square
Image_001_5_7.jpg;3;black-man
Image_001_6_0.jpg;2;white-man
Image_001_6_1.jpg;0;white-square
Image_001_6_2.jpg;2;white-man
Image_001_6_3.jpg;0;white-square
Image_001_6_4.jpg;1;black-square
Image_001_6_5.jpg;0;white-square
Image_001_6_6.jpg;3;black-man
Image_001_6_7.jpg;0;white-square
Image_001_7_0.jpg;0;white-square
Image_001_7_1.jpg;2;white-man
Image_001_7_2.jpg;0;white-square
Image_001_7_3.jpg;1;black-square
Image_001_7_4.jpg;0;white-square
Image_001_7_5.jpg;3;black-man
Image_001_7_6.jpg;0;white-square
Image_001_7_7.jpg;3;black-man
Image_002_0_0.jpg;0;white-man
Image_002_0_1.jpg;0;white-square
Image_002_0_2.jpg;2;white-man
Image_002_0_3.jpg;0;white-square
Image_002_0_4.jpg;1;black-square
Image_002_0_5.jpg;0;white-square
Image_002_0_6.jpg;3;black-man
Image_002_0_7.jpg;3;black-man
Image_002_1_0.jpg;0;white-square
Image_002_1_1.jpg;2;white-man
Image_002_1_2.jpg;0;white-square
Image_002_1_3.jpg;1;black-square
Image_002_1_4.jpg;0;white-square
Image_002_1_5.jpg;3;black-man
Image_002_1_6.jpg;0;white-square
Image_002_1_7.jpg;3;black-man
Image_002_2_0.jpg;2;white-man
Image_002_2_1.jpg;0;white-square
Image_002_2_2.jpg;2;white-man
Image_002_2_3.jpg;0;white-square
Image_002_2_4.jpg;1;black-square
Image_002_2_5.jpg;0;white-square
Image_002_2_6.jpg;3;black-man
Image_002_2_7.jpg;0;white-square
Image_002_3_0.jpg;0;white-square
Image_002_3_1.jpg;2;white-man
Image_002_3_2.jpg;0;white-square
Image_002_3_3.jpg;1;white-man
Image_002_3_4.jpg;0;white-square
Image_002_3_5.jpg;3;black-man
Image_002_3_6.jpg;0;white-square
Image_002_3_7.jpg;3;black-man
Image_002_4_0.jpg;2;white-man
Image_002_4_1.jpg;0;white-square
